Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,Date
2007,11,28,Pakistan,Balochistan,South Asia,Panjgur district,26.954908,64.156721,Armed Assault,3,5,Frontier Corps paramilitary unit,Unknown,Military,Firearms,8,
2007,11,28,Pakistan,Balochistan,South Asia,Mand,26.115631,62.037643,Bombing/Explosion,1,1,Two brothers in their hom,Unknown,Private Citizens & Property,Explosives,2,
2007,11,29,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,5,4,A unit on patrol,Unknown,Military,Explosives,9,
2007,12,6,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,1,4,soldiers of Frontier Corps in Balochistan province.,Baloch Republican Army (BRA),Military,Explosives,5,2007-06-12
2007,12,9,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Armed Assault,4,1,Members,Unknown,Violent Political Party,Firearms,5,2007-09-12
2007,12,9,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,10,1,Police Officers at a check post in Swat (District).,Unknown,Police,Explosives,11,2007-09-12
2007,12,9,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,12,0,Police Officers,Unknown,Police,Explosives,12,2007-09-12
2007,12,12,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Armed Assault,21,20,An army convoy heading to Razmak from Mimsarah.,Unknown,Military,Firearms,41,2007-12-12
2007,12,13,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,7,22,soldiers at a military check post in Quetta.,Unknown,Military,Explosives,29,
2007,12,15,Pakistan,North-West Frontier Province,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,6,0,An army check post in the city of Nowshera.,Unknown,Military,Explosives,6,
2007,12,17,Pakistan,North-West Frontier Province,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,10,4,Soldiers,Unknown,Military,Explosives,14,
2007,12,21,Pakistan,North-West Frontier Province,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,72,101,Unknown,Unknown,Religious Figures/Institutions,Explosives,173,
2007,12,23,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,14,26,Military Convoy,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,40,
2007,12,27,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Assassination,20,100,Leader: Benazir Bhutto,Al-Qaida,Violent Political Party,Explosives,120,
2008,1,5,Pakistan,Federally Administered Tribal Areas,South Asia,Jandola,32.333344,70.128281,Facility/Infrastructure Attack,0,0,Soldiers,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,0,2008-05-01
2008,1,6,Pakistan,Federally Administered Tribal Areas,South Asia,Shakai,32.475559,69.636063,Bombing/Explosion,5,6,Followers,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,11,2008-06-01
2008,1,7,Pakistan,North-West Frontier Province,South Asia,Kabal,34.79216,72.284279,Bombing/Explosion,1,8,Building,Unknown,Educational Institution,Explosives,9,2008-07-01
2008,1,7,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.329315,69.856396,Bombing/Explosion,1,3,Soldiers,Unknown,Military,Explosives,4,2008-07-01
2008,1,7,Pakistan,North-West Frontier Province,South Asia,Kabal,34.79216,72.284279,Bombing/Explosion,1,3,Soldiers,Unknown,Military,Explosives,4,2008-07-01
2008,1,10,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,24,0,Police guarding the courthouse of Lahore high court,Unknown,Police,Explosives,24,2008-10-01
2008,1,16,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Unknown,47,0,Sararogha Fort,Unknown,Military,Unknown,47,
2008,1,17,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,9,20,Shiites celebrating festival of Ashura,Unknown,Religious Figures/Institutions,Explosives,29,
2008,1,20,Pakistan,North-West Frontier Province,South Asia,Hangu,33.443839,70.907124,Armed Assault,0,12,Civilians,Unknown,Private Citizens & Property,Firearms,12,
2008,1,20,Pakistan,North-West Frontier Province,South Asia,Shabqadar,34.217285,71.561043,Armed Assault,1,0,Deputy Director Intelligence Bureau North West Frontier Province,Unknown,Government (General),Firearms,1,
2008,1,21,Pakistan,Balochistan,South Asia,Chaman,30.92211,66.45153,Bombing/Explosion,0,1,Coalition supply trucks,Unknown,Military,Explosives,1,
2008,1,25,Pakistan,North-West Frontier Province,South Asia,Doaba,33.42303,70.735813,Hostage Taking (Kidnapping),0,0,Soldier,Unknown,Military,Unknown,0,
2008,1,26,Pakistan,North-West Frontier Province,South Asia,Khar,34.615902,71.938615,Armed Assault,1,0,Mamoor Khan,Unknown,Military,Firearms,1,
2008,1,26,Pakistan,North-West Frontier Province,South Asia,Nawagai,34.404289,72.55791,Bombing/Explosion,1,0,Malik Mursalin,Unknown,Private Citizens & Property,Explosives,1,
2008,1,27,Pakistan,North-West Frontier Province,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,3,1,Security post,Unknown,Military,Explosives,4,
2008,1,29,Pakistan,North-West Frontier Province,South Asia,Matta,34.930582,72.41689,Armed Assault,1,0,Police officer,Unknown,Police,Melee,1,
2008,1,30,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Armed Assault,1,0,Police officer,Unknown,Police,Firearms,1,
2008,2,4,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,9,25,Pakistan army bus,Unknown,Military,Explosives,34,2008-04-02
2008,2,9,Pakistan,North-West Frontier Province,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,18,25,Participants in the Charsadda political rally.,Unknown,Government (General),Explosives,43,2008-09-02
2008,2,12,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Bombing/Explosion,11,13,Haji Nekam Khan Eidak,Unknown,Government (General),Explosives,24,2008-12-02
2008,2,13,Pakistan,North-West Frontier Province,South Asia,Swat district,34.767228,72.376782,Bombing/Explosion,1,1,Mufti Hussain Ahmed,Unknown,Government (General),Explosives,2,
2008,2,14,Pakistan,North-West Frontier Province,South Asia,Khar,34.615902,71.938615,Bombing/Explosion,3,3,Pakistani paramilitary convoy,Unknown,Military,Explosives,6,
2008,2,16,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,38,93,"Dr. Riaz Hussain, the presidential candidate for the Pakistan Peoples Party (PPP)",Unknown,Private Citizens & Property,Explosives,131,
2008,2,22,Pakistan,North-West Frontier Province,South Asia,Matta,34.92969,72.416834,Bombing/Explosion,16,12,A vehicle filled with Pakistani civilians,Unknown,Private Citizens & Property,Explosives,28,
2008,2,25,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,9,20,"Lt. Gen. Mushtaq Ahmad Baig, Pakistans Surgeon General",Unknown,Government (General),Explosives,29,
2008,2,25,Pakistan,North-West Frontier Province,South Asia,Mansehra,34.774479,72.364052,Armed Assault,4,0,"Plan International, a British-based charity for children",Unknown,NGO,Explosives,4,
2008,2,26,Pakistan,Federally Administered Tribal Areas,South Asia,Sadda,33.703938,70.328651,Bombing/Explosion,0,4,"Riaz Hussain, the candidate for the Pakistan Peoples Party (PPP)",Unknown,Private Citizens & Property,Explosives,4,
2008,3,1,Pakistan,Federally Administered Tribal Areas,South Asia,Khar,34.733517,71.519661,Bombing/Explosion,2,21,Van of Bajaur Levies Forces on patrol on Khar-Toorghundi road,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,23,2008-01-03
2008,3,2,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,43,0,Meeting of tribal elders meeting in Northwest Frontier Province,Unknown,Private Citizens & Property,Explosives,43,2008-02-03
2008,3,2,Pakistan,North-West Frontier Province,South Asia,Bannu district,32.984995,70.606944,Bombing/Explosion,0,0,Areas in the Bannu cantonment,Unknown,Unknown,Explosives,0,2008-02-03
2008,3,3,Pakistan,Balochistan,South Asia,Unknown,28.312161,65.663892,Bombing/Explosion,6,10,Afghani refugees,Unknown,Business,Explosives,16,2008-03-03
2008,3,11,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,27,200,Federal Investigation Agency.,Al-Qaida,Police,Explosives,227,2008-11-03
2008,3,15,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,1,10,Foreign nationals.,Al-Qaida,Tourists,Explosives,11,
2008,3,16,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Armed Assault,1,2,Coast Guard Personnel,Baloch Liberation Army (BLA),Military,Firearms,3,
2008,3,17,Pakistan,North-West Frontier Province,South Asia,Swat district,34.767228,72.376782,Bombing/Explosion,3,5,Swat Valley Police Compound,Unknown,Police,Explosives,8,
2008,3,17,Pakistan,Federally Administered Tribal Areas,South Asia,Ghalanai,34.320023,71.399002,Bombing/Explosion,0,0,The Atta Bazaar checkpost of the Khasadar Forces,Unknown,Police,Explosives,0,
2008,3,20,Pakistan,Federally Administered Tribal Areas,South Asia,Wana,32.306099,69.579956,Bombing/Explosion,6,11,Wana Army Base,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,17,
2008,4,1,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Armed Assault,2,7,A van carrying pro-government tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,9,2008-01-04
2008,4,2,Pakistan,North-West Frontier Province,South Asia,Swat district,35.079406,72.428758,Bombing/Explosion,1,4,A group of elders,Unknown,Private Citizens & Property,Explosives,5,2008-02-04
2008,4,2,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Bombing/Explosion,2,0,Two civilians,Unknown,Private Citizens & Property,Explosives,2,2008-02-04
2008,4,2,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,2,0,A landlord,Unknown,Private Citizens & Property,Explosives,2,2008-02-04
2008,4,3,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Bombing/Explosion,0,7,"Bangal Khan, a tribal elder,",Unknown,Private Citizens & Property,Explosives,7,2008-03-04
2008,4,5,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,2,18,Local tribesman in the Sadda area,Unknown,Private Citizens & Property,Explosives,20,2008-05-04
2008,4,5,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Armed Assault,2,9,A convoy of local tribesmen was attacked.,Unknown,Transportation,Firearms,11,2008-05-04
2008,4,21,Pakistan,Federally Administered Tribal Areas,South Asia,Landi Kotal,34.110325,71.163803,Hostage Taking (Kidnapping),2,5,Eight militiamen,Unknown,Terrorists/Non-State Militia,Firearms,7,
2008,4,27,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Armed Assault,1,0,"An alleged criminal involved in kidnappings for ransom, identified as Noor Hashim,",Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Firearms,1,
2008,4,29,Pakistan,Balochistan,South Asia,Kalat,29.047852,66.593323,Assassination,1,0,"Police constable, Mubarak Khan,",Baloch Liberation Army (BLA),Police,Unknown,1,
2008,5,1,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Bombing/Explosion,1,30,A pro-Taliban group at an Islamic seminary in Khyber,Unknown,Educational Institution,Explosives,31,2008-01-05
2008,5,9,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,0,24,A restaurant at the Al-Saeed hotel,Unknown,Business,Explosives,24,2008-09-05
2008,5,15,Pakistan,North-West Frontier Province,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,0,0,The target was a bazaar.,Unknown,Private Citizens & Property,Explosives,0,
2008,5,17,Pakistan,North-West Frontier Province,South Asia,Swabi,34.123104,72.469017,Bombing/Explosion,0,0,Music shops,Unknown,Business,Explosives,0,
2008,5,19,Pakistan,North-West Frontier Province,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,3,0,A mosque in Timurgara,Unknown,Religious Figures/Institutions,Explosives,3,
2008,5,19,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,3,2,Civilians,Unknown,Religious Figures/Institutions,Explosives,5,
2008,5,26,Pakistan,Sindh,South Asia,Nawabshah,26.241957,68.399292,Hostage Taking (Kidnapping),0,0,Four civilians,Unknown,Private Citizens & Property,Firearms,0,
2008,6,1,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Armed Assault,2,3,"A pro-Taliban militant commander, Haji Khanan Khan,",Unknown,Terrorists/Non-State Militia,Firearms,5,2008-01-06
2008,6,4,Pakistan,North-West Frontier Province,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,3,3,A music and video shop,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,6,2008-04-06
2008,6,8,Pakistan,Federally Administered Tribal Areas,South Asia,Torkham,34.120224,71.101242,Bombing/Explosion,0,0,Two oil tankers,Unknown,Business,Explosives,0,2008-08-06
2008,6,9,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,1,6,The Ghandikhel mosque,Unknown,Religious Figures/Institutions,Explosives,7,2008-09-06
2008,6,11,Pakistan,North-West Frontier Province,South Asia,Dir,35.202293,71.873006,Facility/Infrastructure Attack,0,0,The assailants targeted a girl's school in Dir.,Unknown,Educational Institution,Incendiary,0,2008-11-06
2008,6,12,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Armed Assault,2,2,Civilians,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,4,2008-12-06
2008,6,12,Pakistan,Federally Administered Tribal Areas,South Asia,Datta Khel,32.901089,69.749405,Armed Assault,5,0,Five tribesmen,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,5,2008-12-06
2008,6,19,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695856,70.336075,Armed Assault,7,14,Twenty four trucks headed for Shiite villages near Parachinar,Unknown,Food or Water Supply,Firearms,21,
2008,6,23,Pakistan,Federally Administered Tribal Areas,South Asia,Jandola,32.333344,70.128281,Armed Assault,12,10,The tribal town of Jandola and its residents,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,22,
2008,6,23,Pakistan,North-West Frontier Province,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,0,3,The target was a music shop.,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,3,
2008,6,24,Pakistan,North-West Frontier Province,South Asia,Matta district,35.01646,72.361809,Facility/Infrastructure Attack,0,0,The target was two schools.,Tehrik-i-Taliban Pakistan (TTP),Educational Institution,Incendiary,0,
2008,6,29,Pakistan,Balochistan,South Asia,Sui,28.633307,69.190369,Bombing/Explosion,1,4,The assailants targeted a gas pipeline.,Unknown,Utilities,Explosives,5,
2008,6,29,Pakistan,North-West Frontier Province,South Asia,Hangu,33.528893,71.056122,Hostage Taking (Kidnapping),8,0,The target was civilians.,Unknown,Private Citizens & Property,Firearms,8,
2008,6,29,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,0,0,The target was the Darya Khan market.,Unknown,Private Citizens & Property,Explosives,0,
2008,7,4,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,1,11,A bank at the Mannan Chowk market,Unknown,Business,Explosives,12,2008-04-07
2008,7,4,Pakistan,Balochistan,South Asia,Rakhni,30.043295,69.923814,Bombing/Explosion,0,0,A power transmission line,Unknown,Utilities,Explosives,0,2008-04-07
2008,7,6,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,20,40,A police station,Unknown,Police,Explosives,60,2008-06-07
2008,7,10,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,3,7,Civilians,Unknown,Private Citizens & Property,Explosives,10,2008-10-07
2008,7,11,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,1,2,A community was targeted in the attack.,Unknown,Private Citizens & Property,Explosives,3,2008-11-07
2008,7,13,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Bombing/Explosion,1,5,A vehicle,Unknown,Private Citizens & Property,Explosives,6,
2008,7,18,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Armed Assault,3,0,Civilians,Unknown,Private Citizens & Property,Firearms,3,
2008,7,18,Pakistan,North-West Frontier Province,South Asia,Khwazakhela,34.941242,72.46981,Bombing/Explosion,0,4,Civilians,Unknown,Private Citizens & Property,Explosives,4,
2008,7,21,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Armed Assault,2,0,Two Afghan civilians,Taliban,Private Citizens & Property,Firearms,2,
2008,7,27,Pakistan,North-West Frontier Province,South Asia,Charbagh,34.835105,72.441705,Bombing/Explosion,1,6,Women's make-up shop,Unknown,Business,Explosives,7,
2008,7,27,Pakistan,North-West Frontier Province,South Asia,Matta district,35.01646,72.361809,Bombing/Explosion,0,1,The target was a bridge.,Unknown,Transportation,Explosives,1,
2008,8,6,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,4,3,A market,Unknown,Private Citizens & Property,Explosives,7,2008-06-08
2008,8,13,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Armed Assault,1,0,Haji Namdar,Unknown,Terrorists/Non-State Militia,Firearms,1,
2008,8,13,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,11,40,Civilians in the city square,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,51,
2008,8,14,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,9,33,Police,Unknown,Police,Explosives,42,
